id_cliente,tipo_pessoa,tipo_imovel,quantidade_equipamentos,diversidade_equipamentos,horas_uso_diario_media,dias_uso_mes_media,faixa_uso_diario,faixa_dias_uso,qtd_banheiro,qtd_climatizacao,qtd_cozinha,qtd_entretenimento,qtd_iluminacao,qtd_industrial,qtd_limpeza,qtd_ti,consumo_total_kwh
242,PJ,Comercial,61,8,5.925,23.25,Medio,Frequente,0,15,16,3,11,0,0,16,10512.6
243,PJ,Comercial,16,3,10.133333333333333,22.333333333333332,Alto,Frequente,0,2,0,0,11,0,0,3,2946.75
244,PF,Comercial,38,4,6.75,23.25,Medio,Frequente,0,13,23,0,0,0,0,2,4281.5
245,PF,Comercial,54,6,6.633333333333333,24.166666666666668,Medio,Frequente,0,10,13,14,4,0,0,13,2898.47
246,PJ,Comercial,42,4,9.5,22.0,Alto,Frequente,0,12,19,0,0,0,0,11,1798.02
247,PF,Residencial,6,3,6.866666666666667,23.0,Medio,Frequente,3,0,3,0,0,0,0,0,6277.500000000001
248,PJ,Residencial,13,6,6.1000000000000005,23.333333333333332,Medio,Frequente,1,1,5,3,0,0,0,3,1191.814
249,PJ,Industrial,7,3,9.033333333333333,25.0,Alto,Frequente,0,0,0,0,2,3,0,2,7356.0
250,PJ,Comercial,52,8,6.675,24.5,Medio,Frequente,0,9,15,4,11,0,0,13,5370.44
251,PF,Comercial,55,7,7.442857142857142,21.428571428571427,Medio,Frequente,0,13,9,11,13,0,0,9,4225.755
252,PF,Residencial,6,3,10.966666666666667,17.0,Alto,Frequente,0,0,6,0,0,0,0,0,1328.4
253,PJ,Residencial,11,7,7.171428571428572,19.857142857142858,Medio,Frequente,1,3,5,1,0,0,0,1,1571.758
254,PF,Residencial,15,8,7.45,21.5,Medio,Frequente,3,0,10,1,0,0,0,1,3705.624
255,PF,Comercial,54,7,9.614285714285714,21.571428571428573,Alto,Frequente,0,19,5,11,2,0,0,17,4953.737
256,PF,Residencial,10,5,8.88,19.2,Alto,Frequente,0,0,7,3,0,0,0,0,601.768
257,PJ,Residencial,13,8,8.975,24.375,Alto,Frequente,1,3,7,1,0,0,1,0,3122.928
258,PF,Residencial,7,4,6.25,20.25,Medio,Frequente,1,0,6,0,0,0,0,0,980.6819999999999
259,PF,Residencial,18,7,7.128571428571428,20.142857142857142,Medio,Frequente,2,3,8,0,0,0,2,3,4688.56
260,PF,Residencial,12,8,21.075,20.5,Alto,Frequente,1,1,5,2,0,0,1,2,14275.588
261,PF,Residencial,6,5,9.84,19.6,Alto,Frequente,1,1,3,1,0,0,0,0,2599.635
262,PJ,Comercial,56,6,8.700000000000001,23.666666666666668,Alto,Frequente,0,13,20,11,12,0,0,0,5007.69
263,PF,Residencial,16,7,9.042857142857143,23.714285714285715,Alto,Frequente,2,3,6,3,0,0,2,0,3628.1250000000005
264,PF,Residencial,14,7,4.0285714285714285,26.714285714285715,Medio,Constante,0,2,7,0,0,0,3,2,661.516
265,PJ,Residencial,14,8,6.15,23.0,Medio,Frequente,3,1,5,4,0,0,1,0,5057.798999999999
266,PJ,Residencial,4,3,6.8,20.666666666666668,Medio,Frequente,0,1,2,1,0,0,0,0,492.69000000000005
267,PF,Residencial,11,5,9.120000000000001,23.0,Alto,Frequente,5,0,3,2,0,0,1,0,4550.508000000001
268,PJ,Residencial,16,7,7.042857142857144,22.285714285714285,Medio,Frequente,2,3,9,2,0,0,0,0,2382.864
269,PF,Comercial,47,6,8.516666666666667,20.0,Alto,Frequente,0,3,12,8,8,0,0,16,4282.86
270,PF,Residencial,15,6,8.516666666666667,23.5,Alto,Frequente,3,0,6,1,0,0,2,3,7028.851
271,PJ,Comercial,49,5,3.4,27.6,Baixo,Constante,0,10,9,11,8,0,0,11,2932.2349999999997
272,PJ,Comercial,52,7,8.828571428571427,22.428571428571427,Alto,Frequente,0,21,2,8,11,0,0,10,6348.997
273,PJ,Comercial,26,6,8.533333333333333,25.166666666666668,Alto,Constante,0,11,5,0,4,0,0,6,3077.27
274,PJ,Residencial,5,3,7.433333333333334,23.666666666666668,Medio,Frequente,0,0,4,1,0,0,0,0,407.10999999999996
275,PF,Residencial,11,5,5.720000000000001,22.8,Medio,Frequente,1,6,4,0,0,0,0,0,1415.8880000000001
276,PF,Residencial,15,7,8.085714285714285,23.285714285714285,Alto,Frequente,2,0,8,3,0,0,0,2,4872.71
277,PJ,Residencial,11,6,5.966666666666666,23.666666666666668,Medio,Frequente,3,3,4,1,0,0,0,0,731.139
278,PF,Industrial,40,5,8.32,20.6,Alto,Frequente,0,10,0,0,3,10,0,17,21864.7
279,PJ,Residencial,7,4,9.7,19.25,Alto,Frequente,0,0,6,1,0,0,0,0,1023.618
280,PJ,Residencial,7,4,7.725,24.75,Medio,Frequente,3,2,1,0,0,0,1,0,4996.168000000001
281,PJ,Comercial,41,6,6.833333333333333,23.833333333333332,Medio,Frequente,0,6,11,2,12,0,0,10,3455.032
282,PF,Comercial,58,7,8.328571428571427,21.857142857142858,Alto,Frequente,0,14,15,11,5,0,0,13,6303.655999999999
283,PF,Residencial,10,4,5.075,25.0,Medio,Frequente,0,3,5,0,0,0,2,0,1694.6880000000003
284,PF,Residencial,17,8,9.375,22.5,Alto,Frequente,1,3,8,5,0,0,0,0,1833.6000000000001
285,PF,Residencial,6,5,6.459999999999999,18.4,Medio,Frequente,1,0,2,1,0,0,1,1,1624.68
286,PF,Residencial,11,4,5.625,24.75,Medio,Frequente,0,3,8,0,0,0,0,0,1491.5700000000002
287,PF,Residencial,16,8,7.1875,23.25,Medio,Frequente,1,2,5,5,0,0,0,3,2434.4100000000003
288,PF,Residencial,7,3,9.266666666666667,22.0,Alto,Frequente,0,0,4,3,0,0,0,0,1415.835
289,PF,Residencial,15,7,6.8,21.0,Medio,Frequente,2,3,4,3,0,0,0,3,1822.8149999999998
290,PF,Residencial,10,6,6.3,20.833333333333332,Medio,Frequente,1,0,5,4,0,0,0,0,2208.405
291,PF,Residencial,13,6,5.866666666666667,22.166666666666668,Medio,Frequente,0,0,8,5,0,0,0,0,1039.38
292,PF,Residencial,6,3,6.3999999999999995,22.333333333333332,Medio,Frequente,0,0,1,5,0,0,0,0,168.96
293,PJ,Residencial,14,7,9.142857142857142,18.714285714285715,Alto,Frequente,2,3,6,0,0,0,3,0,1515.996
294,PF,Comercial,27,4,5.075,23.0,Medio,Frequente,0,0,6,6,0,0,0,15,2317.2000000000003
295,PF,Comercial,65,8,8.925,24.625,Alto,Frequente,0,7,22,3,14,0,0,19,4632.21
296,PF,Residencial,5,3,10.2,19.333333333333332,Alto,Frequente,2,1,2,0,0,0,0,0,2839.68
297,PJ,Residencial,7,3,7.566666666666666,23.666666666666668,Medio,Frequente,0,3,1,3,0,0,0,0,1314.4199999999998
298,PF,Residencial,13,6,6.283333333333334,23.333333333333332,Medio,Frequente,4,0,9,0,0,0,0,0,3133.26
299,PF,Comercial,62,6,3.516666666666667,22.333333333333332,Baixo,Frequente,0,11,12,10,13,0,0,16,3775.8100000000004
300,PF,Comercial,56,6,5.566666666666666,26.166666666666668,Medio,Constante,0,18,17,0,0,0,0,21,7028.403
301,PF,Residencial,13,6,7.833333333333333,22.5,Medio,Frequente,2,3,8,0,0,0,0,0,1857.348
302,PF,Industrial,33,4,7.15,26.25,Medio,Constante,0,6,0,0,7,0,0,20,7686.400000000001
303,PF,Residencial,5,3,8.133333333333333,21.333333333333332,Alto,Frequente,2,2,1,0,0,0,0,0,3202.4420000000005
304,PF,Residencial,6,3,12.0,19.666666666666668,Alto,Frequente,0,0,4,0,0,0,0,2,1492.7400000000002
305,PJ,Comercial,43,6,7.283333333333334,21.333333333333332,Medio,Frequente,0,8,19,4,0,0,0,12,3517.2200000000003
306,PJ,Comercial,57,8,7.987500000000001,25.0,Medio,Frequente,0,17,13,8,9,0,0,10,5295.722
307,PF,Comercial,40,5,8.52,21.0,Alto,Frequente,0,0,11,13,6,0,0,10,2522.4100000000003
308,PF,Comercial,55,7,6.6000000000000005,22.714285714285715,Medio,Frequente,0,8,17,12,10,0,0,8,2343.219
309,PJ,Residencial,9,5,7.24,25.6,Medio,Constante,1,0,4,3,0,0,1,0,1643.3880000000001
310,PF,Comercial,63,8,8.0625,23.75,Alto,Frequente,0,24,16,4,6,0,0,13,9364.668
311,PF,Residencial,14,8,7.725,22.0,Medio,Frequente,0,4,7,1,0,0,2,0,2273.923
312,PF,Comercial,57,8,7.775,23.375,Medio,Frequente,0,15,21,4,4,0,0,13,5405.641
313,PF,Residencial,14,6,7.433333333333333,21.333333333333332,Medio,Frequente,2,4,6,2,0,0,0,0,3551.308
314,PJ,Comercial,20,4,8.9,22.25,Alto,Frequente,0,3,6,0,4,0,0,7,2888.8399999999997
315,PJ,Residencial,8,3,7.2,25.0,Medio,Frequente,0,0,8,0,0,0,0,0,596.6999999999999
316,PF,Comercial,52,7,6.514285714285714,24.857142857142858,Medio,Frequente,0,19,17,9,0,0,0,7,3817.952
317,PF,Residencial,8,5,6.3,24.4,Medio,Frequente,0,0,4,2,0,0,0,2,548.765
318,PF,Comercial,56,8,6.8125,25.125,Medio,Constante,0,15,13,6,5,0,0,17,4044.008
319,PF,Residencial,6,4,4.175,22.75,Medio,Frequente,1,1,3,0,0,0,0,1,275.937
320,PF,Residencial,14,7,21.37142857142857,22.571428571428573,Alto,Frequente,3,0,5,6,0,0,0,0,12419.779999999999
321,PF,Residencial,14,7,6.5,24.285714285714285,Medio,Frequente,3,2,5,0,0,0,3,1,2863.624
322,PF,Residencial,10,5,4.4399999999999995,21.8,Medio,Frequente,0,5,5,0,0,0,0,0,784.8100000000001
323,PF,Comercial,49,7,9.714285714285714,22.428571428571427,Alto,Frequente,0,14,6,9,5,0,0,15,10997.305000000002
324,PF,Residencial,9,6,7.233333333333333,22.833333333333332,Medio,Frequente,3,0,4,0,0,0,0,2,3323.0399999999995
325,PJ,Industrial,29,4,27.6,25.0,Alto,Frequente,0,5,0,0,8,0,0,16,7690.4
326,PF,Residencial,11,6,9.65,22.833333333333332,Alto,Frequente,3,0,4,2,0,0,0,2,4356.17
327,PF,Residencial,7,5,8.8,21.2,Alto,Frequente,0,2,5,0,0,0,0,0,1452.12
328,PF,Comercial,40,5,9.84,24.0,Alto,Frequente,0,0,6,13,8,0,0,13,3799.96
329,PF,Comercial,30,4,6.8500000000000005,22.75,Medio,Frequente,0,13,2,0,0,0,0,15,5380.800000000001
330,PF,Residencial,16,8,6.1375,21.5,Medio,Frequente,1,0,10,3,0,0,2,0,2363.862
331,PF,Residencial,15,7,7.8428571428571425,26.857142857142858,Medio,Constante,3,2,5,3,0,0,2,0,2867.7439999999997
332,PJ,Comercial,61,8,8.0375,23.125,Alto,Frequente,0,14,25,9,4,0,0,9,5299.102
333,PF,Residencial,14,7,7.4142857142857155,21.142857142857142,Medio,Frequente,1,0,8,5,0,0,0,0,1594.73
334,PF,Industrial,28,3,10.299999999999999,20.333333333333332,Alto,Frequente,0,2,0,0,13,0,0,13,3235.1800000000003
335,PF,Industrial,26,5,10.959999999999999,24.0,Alto,Frequente,0,2,0,0,2,2,0,20,8959.6
336,PF,Comercial,37,7,7.985714285714286,23.0,Medio,Frequente,0,13,4,3,11,0,0,6,4651.08
337,PJ,Residencial,11,6,8.35,23.166666666666668,Alto,Frequente,2,3,5,0,0,0,1,0,1704.96
338,PJ,Comercial,58,7,7.971428571428571,22.857142857142858,Medio,Frequente,0,9,14,11,10,0,0,14,5618.97
339,PF,Residencial,17,8,6.8375,19.875,Medio,Frequente,1,3,7,1,0,0,3,2,863.3200000000002
340,PF,Residencial,16,7,9.942857142857141,23.714285714285715,Alto,Frequente,3,0,6,4,0,0,3,0,4028.4
341,PF,Residencial,15,8,19.849999999999998,25.0,Alto,Frequente,3,0,7,1,0,0,1,3,36539.424
342,PF,Residencial,5,3,10.4,25.0,Alto,Frequente,2,0,3,0,0,0,0,0,2346.2
343,PF,Comercial,27,4,7.15,20.5,Medio,Frequente,0,2,23,0,0,0,0,2,1521.896
344,PF,Comercial,55,8,8.9875,23.625,Alto,Frequente,0,16,10,3,12,0,0,14,6703.728
345,PF,Comercial,38,4,8.7,23.75,Alto,Frequente,0,9,22,0,0,0,0,7,3473.1
346,PF,Residencial,5,3,10.6,19.333333333333332,Alto,Frequente,0,0,0,3,0,0,0,2,151.69
347,PF,Residencial,8,3,4.066666666666666,22.666666666666668,Medio,Frequente,3,0,2,3,0,0,0,0,1406.07
348,PF,Residencial,17,7,4.985714285714286,23.714285714285715,Medio,Frequente,0,1,8,3,0,0,3,2,611.344
349,PF,Industrial,41,5,2.54,20.2,Baixo,Frequente,0,11,0,0,6,7,0,17,4625.700000000001
350,PF,Residencial,10,7,7.971428571428571,22.714285714285715,Medio,Frequente,4,1,3,1,0,0,1,0,4084.084
351,PF,Comercial,41,5,6.4799999999999995,21.0,Medio,Frequente,0,18,13,10,0,0,0,0,1959.194
352,PJ,Residencial,5,3,10.366666666666667,23.0,Alto,Frequente,0,2,3,0,0,0,0,0,467.19000000000005
353,PF,Residencial,18,8,6.5125,21.875,Medio,Frequente,2,6,5,0,0,0,3,2,2975.25
354,PF,Comercial,67,8,6.725,21.0,Medio,Frequente,0,21,5,14,7,0,0,20,8488.766
355,PF,Residencial,13,7,5.3428571428571425,23.142857142857142,Medio,Frequente,0,5,5,2,0,0,1,0,1083.8500000000001
356,PF,Comercial,22,5,7.82,23.4,Medio,Frequente,0,0,5,3,6,0,0,8,3401.8149999999996
357,PF,Industrial,15,3,8.866666666666665,18.0,Alto,Frequente,0,2,0,0,11,0,0,2,3516.8799999999997
358,PF,Residencial,5,3,3.4333333333333336,24.666666666666668,Baixo,Frequente,0,4,1,0,0,0,0,0,461.2
359,PJ,Residencial,17,8,8.4375,22.625,Alto,Frequente,2,2,9,1,0,0,3,0,3873.0989999999997
360,PF,Residencial,8,5,9.86,22.2,Alto,Frequente,1,0,2,2,0,0,0,3,1359.54
361,PF,Industrial,38,5,7.659999999999999,20.6,Medio,Frequente,0,11,0,0,8,6,0,13,21962.139999999996
362,PF,Residencial,12,5,6.340000000000001,21.0,Medio,Frequente,5,2,5,0,0,0,0,0,3982.072
363,PF,Comercial,72,8,5.05,20.625,Medio,Frequente,0,16,27,4,5,0,0,20,6564.66
364,PF,Comercial,39,6,8.4,21.333333333333332,Alto,Frequente,0,9,0,5,12,0,0,13,7247.55
365,PJ,Comercial,62,7,5.557142857142857,23.142857142857142,Medio,Frequente,0,15,14,12,10,0,0,11,5252.632
366,PF,Residencial,10,4,5.425,27.0,Medio,Constante,2,0,8,0,0,0,0,0,2526.62
367,PJ,Comercial,26,4,9.075,16.25,Alto,Frequente,0,11,11,0,0,0,0,4,1717.992
368,PJ,Industrial,30,3,10.866666666666667,25.333333333333332,Alto,Constante,0,0,0,0,0,12,0,18,39382.799999999996
369,PF,Residencial,14,8,5.225,24.5,Medio,Frequente,2,1,3,4,0,0,1,3,1611.742
370,PF,Residencial,16,7,7.885714285714286,21.0,Medio,Frequente,5,2,5,1,0,0,0,3,5065.62
371,PF,Industrial,48,5,8.66,22.6,Alto,Frequente,0,14,0,0,14,11,0,9,29693.92
372,PF,Residencial,13,6,11.200000000000001,22.666666666666668,Alto,Frequente,3,3,4,2,0,0,0,1,5273.908
373,PF,Comercial,49,5,5.08,24.4,Medio,Frequente,0,14,24,0,0,0,0,11,1580.891
374,PF,Residencial,19,8,10.6375,26.75,Alto,Constante,2,2,9,1,0,0,2,3,6280.92
375,PF,Residencial,14,7,5.4,23.285714285714285,Medio,Frequente,3,0,7,0,0,0,2,2,2839.2639999999997
376,PF,Comercial,58,8,8.35,25.75,Alto,Constante,0,21,11,2,5,0,0,19,6608.994
377,PJ,Residencial,16,6,7.516666666666666,18.833333333333332,Medio,Frequente,2,0,5,6,0,0,0,3,1909.35
378,PF,Residencial,18,7,7.414285714285714,26.0,Medio,Constante,0,6,9,3,0,0,0,0,2627.5800000000004
379,PJ,Residencial,7,3,3.966666666666667,24.0,Baixo,Frequente,0,0,7,0,0,0,0,0,1245.9600000000003
380,PF,Residencial,9,5,9.559999999999999,23.8,Alto,Frequente,2,0,6,0,0,0,0,1,3099.64
381,PF,Residencial,10,5,8.24,22.4,Alto,Frequente,0,1,5,1,0,0,0,3,728.9399999999999
382,PF,Residencial,11,5,7.220000000000001,21.6,Medio,Frequente,2,3,6,0,0,0,0,0,1969.4279999999999
383,PF,Industrial,28,4,6.925,18.75,Medio,Frequente,0,7,0,0,3,4,0,14,4619.5
384,PJ,Residencial,5,3,7.733333333333333,24.333333333333332,Medio,Frequente,1,0,4,0,0,0,0,0,1005.9000000000001
385,PJ,Comercial,25,4,9.575,24.25,Alto,Frequente,0,5,4,9,0,0,0,7,1781.2549999999999
386,PJ,Residencial,9,3,11.833333333333334,27.666666666666668,Alto,Constante,0,3,3,3,0,0,0,0,1800.6599999999999
387,PF,Comercial,49,5,3.9200000000000004,19.4,Baixo,Frequente,0,21,10,9,0,0,0,9,3694.412
388,PF,Residencial,14,7,8.442857142857143,22.857142857142858,Alto,Frequente,3,0,11,0,0,0,0,0,3861.0419999999995
389,PJ,Industrial,29,4,6.525,20.75,Medio,Frequente,0,0,0,0,4,10,0,15,18878.775
390,PJ,Residencial,5,4,10.375,21.0,Alto,Frequente,1,0,3,0,0,0,1,0,1476.376
391,PJ,Residencial,11,5,10.14,23.6,Alto,Frequente,0,2,8,0,0,0,0,1,524.301
392,PF,Residencial,12,7,6.057142857142857,23.428571428571427,Medio,Frequente,2,4,1,4,0,0,1,0,1929.7100000000003
393,PF,Residencial,14,7,5.471428571428571,23.0,Medio,Frequente,1,2,6,3,0,0,0,2,1202.28
394,PJ,Residencial,5,3,8.1,18.0,Alto,Frequente,0,0,2,2,0,0,0,1,144.87
395,PF,Residencial,6,4,9.475,22.75,Alto,Frequente,3,0,1,2,0,0,0,0,4360.9400000000005
396,PJ,Comercial,54,6,6.2,21.666666666666668,Medio,Frequente,0,27,15,2,0,0,0,10,2035.3449999999998
397,PJ,Residencial,15,7,10.657142857142857,23.857142857142858,Alto,Frequente,2,4,4,5,0,0,0,0,3609.6
398,PF,Residencial,7,3,7.633333333333333,17.666666666666668,Medio,Frequente,0,0,4,3,0,0,0,0,184.75000000000003
399,PJ,Comercial,34,4,9.3,20.5,Alto,Frequente,0,17,0,7,0,0,0,10,6211.477999999999
400,PJ,Comercial,29,5,10.319999999999999,23.4,Alto,Frequente,0,8,7,0,4,0,0,10,6009.6900000000005
401,PF,Residencial,12,7,8.414285714285715,23.285714285714285,Alto,Frequente,2,3,2,2,0,0,0,3,2807.372
402,PJ,Residencial,20,8,6.0625,22.125,Medio,Frequente,2,6,5,5,0,0,0,2,1770.08
403,PF,Residencial,6,5,3.8200000000000003,23.6,Baixo,Frequente,1,0,2,1,0,0,2,0,772.5319999999999
404,PJ,Comercial,45,6,8.783333333333333,22.0,Alto,Frequente,0,6,26,4,0,0,0,9,3156.764
405,PF,Comercial,20,4,6.300000000000001,23.25,Medio,Frequente,0,0,4,2,3,0,0,11,985.5550000000001
406,PJ,Residencial,13,8,7.85,23.875,Medio,Frequente,3,1,3,4,0,0,1,1,2399.69
407,PF,Comercial,54,7,8.5,22.857142857142858,Alto,Frequente,0,7,26,6,5,0,0,10,2610.396
408,PF,Comercial,56,6,7.566666666666666,21.833333333333332,Medio,Frequente,0,4,21,14,0,0,0,17,5981.955
409,PJ,Residencial,8,4,4.9,22.0,Medio,Frequente,2,0,2,1,0,0,0,3,1658.675
410,PF,Comercial,50,7,7.542857142857143,21.714285714285715,Medio,Frequente,0,17,13,8,4,0,0,8,4417.665
411,PF,Residencial,11,5,4.74,27.0,Medio,Constante,0,2,6,0,0,0,3,0,396.32
412,PJ,Residencial,15,7,6.8428571428571425,24.857142857142858,Medio,Frequente,0,0,13,2,0,0,0,0,1045.74
413,PJ,Residencial,7,3,6.066666666666666,23.0,Medio,Frequente,0,0,4,3,0,0,0,0,855.657
414,PF,Residencial,12,6,5.633333333333333,25.666666666666668,Medio,Constante,3,1,6,0,0,0,0,2,3816.018000000001
415,PF,Residencial,7,3,5.933333333333334,22.666666666666668,Medio,Frequente,0,0,4,3,0,0,0,0,519.24
416,PF,Industrial,31,5,7.5200000000000005,24.8,Medio,Frequente,0,6,0,0,2,9,0,14,17862.93
417,PF,Residencial,8,5,7.3,19.0,Medio,Frequente,0,0,6,2,0,0,0,0,893.91
418,PF,Residencial,3,3,6.533333333333334,22.333333333333332,Medio,Frequente,1,1,1,0,0,0,0,0,967.15
419,PF,Residencial,10,6,7.3999999999999995,21.666666666666668,Medio,Frequente,2,2,4,2,0,0,0,0,3274.02
420,PJ,Industrial,31,3,6.033333333333334,25.333333333333332,Medio,Constante,0,0,0,0,0,4,0,27,6157.55
421,PJ,Residencial,7,4,7.574999999999999,23.0,Medio,Frequente,0,0,4,3,0,0,0,0,590.7
422,PJ,Residencial,13,6,6.866666666666667,20.833333333333332,Medio,Frequente,1,3,7,0,0,0,0,2,1588.62
423,PF,Residencial,11,5,7.06,22.4,Medio,Frequente,3,3,5,0,0,0,0,0,2134.8
424,PF,Residencial,7,4,7.85,25.0,Medio,Frequente,1,0,0,3,0,0,2,1,661.7659999999998
425,PF,Industrial,45,5,5.58,23.4,Medio,Frequente,0,9,0,0,9,14,0,13,26767.359999999997
426,PF,Industrial,44,5,6.22,19.8,Medio,Frequente,0,5,0,0,6,14,0,19,24489.2
427,PF,Residencial,13,5,5.779999999999999,20.4,Medio,Frequente,0,2,6,2,0,0,0,3,444.29599999999994
428,PJ,Industrial,19,3,4.833333333333333,27.0,Medio,Constante,0,3,0,0,0,3,0,13,2314.26
429,PF,Comercial,37,5,5.92,21.0,Medio,Frequente,0,8,4,11,2,0,0,12,5609.17
430,PF,Comercial,41,5,10.34,22.2,Alto,Frequente,0,6,15,0,8,0,0,12,12850.559999999998
431,PF,Residencial,19,8,8.0375,23.375,Alto,Frequente,4,1,11,0,0,0,0,3,4257.879999999999
432,PJ,Residencial,10,4,6.525,23.5,Medio,Frequente,0,0,10,0,0,0,0,0,1599.0
433,PF,Residencial,11,5,9.08,20.0,Alto,Frequente,4,2,0,5,0,0,0,0,5408.550000000001
434,PF,Comercial,54,8,8.3625,23.0,Alto,Frequente,0,21,9,2,5,0,0,17,11540.54
435,PF,Residencial,14,8,6.975,23.75,Medio,Frequente,2,4,8,0,0,0,0,0,2569.41
436,PJ,Residencial,14,7,9.299999999999999,21.428571428571427,Alto,Frequente,3,2,7,1,0,0,1,0,4778.672
437,PF,Residencial,11,5,6.9,26.8,Medio,Constante,0,0,7,0,0,0,2,2,1257.7939999999999
438,PJ,Comercial,62,6,7.966666666666666,20.166666666666668,Medio,Frequente,0,22,0,14,14,0,0,12,7368.11
439,PJ,Residencial,15,8,7.1875,22.875,Medio,Frequente,3,3,5,4,0,0,0,0,4236.25
440,PF,Comercial,63,8,9.425,25.875,Alto,Constante,0,19,13,8,8,0,0,15,13103.916
441,PF,Industrial,26,3,6.1000000000000005,21.333333333333332,Medio,Frequente,0,11,0,0,0,6,0,9,11302.62
442,PJ,Residencial,9,4,9.975,20.5,Alto,Frequente,0,2,7,0,0,0,0,0,1096.0320000000002
443,PF,Comercial,32,4,3.5749999999999997,20.0,Baixo,Frequente,0,14,14,0,0,0,0,4,1461.7600000000002
444,PF,Residencial,11,4,7.5,21.5,Medio,Frequente,0,2,6,0,0,0,3,0,276.23599999999993
445,PJ,Comercial,55,6,7.583333333333333,25.0,Medio,Frequente,0,15,18,0,12,0,0,10,9720.076
446,PJ,Residencial,10,5,7.12,26.8,Medio,Constante,3,0,5,0,0,0,0,2,3811.7400000000002
447,PJ,Comercial,53,7,7.485714285714286,21.857142857142858,Medio,Frequente,0,8,15,5,5,0,0,20,3262.63
448,PJ,Comercial,32,4,8.25,18.75,Alto,Frequente,0,14,13,5,0,0,0,0,1168.7800000000002
449,PF,Industrial,34,5,10.58,24.0,Alto,Frequente,0,2,0,0,14,3,0,15,16295.459999999997
450,PF,Comercial,32,4,8.825,20.75,Alto,Frequente,0,7,2,9,0,0,0,14,5742.224
451,PJ,Residencial,12,5,7.06,24.8,Medio,Frequente,0,0,4,3,0,0,2,3,611.28
452,PF,Comercial,33,5,8.14,25.4,Alto,Constante,0,20,4,2,0,0,0,7,3511.098
453,PF,Comercial,60,7,5.928571428571429,20.857142857142858,Medio,Frequente,0,3,22,11,7,0,0,17,3072.035
454,PJ,Residencial,7,4,3.9,21.75,Baixo,Frequente,2,0,3,0,0,0,0,2,1153.706
455,PF,Residencial,4,3,11.233333333333334,21.333333333333332,Alto,Frequente,0,0,0,3,0,0,1,0,106.80000000000001
456,PF,Industrial,19,3,6.633333333333333,24.0,Medio,Frequente,0,3,0,0,0,14,0,2,19295.2
457,PF,Comercial,58,8,8.675,21.75,Alto,Frequente,0,14,24,4,3,0,0,13,3476.364
458,PF,Comercial,70,7,8.457142857142857,22.571428571428573,Alto,Frequente,0,15,21,8,13,0,0,13,7161.148999999999
459,PF,Residencial,7,3,10.700000000000001,24.0,Alto,Frequente,0,0,6,0,0,0,0,1,262.296
460,PF,Comercial,65,8,7.0,21.0,Medio,Frequente,0,12,21,8,7,0,0,17,6382.433000000001
461,PF,Residencial,5,3,10.533333333333333,17.333333333333332,Alto,Frequente,0,2,0,2,0,0,0,1,582.98
462,PF,Comercial,56,7,9.857142857142858,21.571428571428573,Alto,Frequente,0,17,13,11,0,0,0,15,5840.484
463,PJ,Residencial,14,7,7.271428571428571,22.857142857142858,Medio,Frequente,2,0,8,1,0,0,2,1,4570.169
464,PF,Comercial,65,8,8.3125,20.625,Alto,Frequente,0,21,12,7,6,0,0,19,5799.255
465,PJ,Industrial,24,4,7.2,22.75,Medio,Frequente,0,4,0,0,6,7,0,7,18739.440000000002
466,PF,Residencial,6,3,8.066666666666666,24.333333333333332,Alto,Frequente,0,0,3,3,0,0,0,0,1313.6299999999997
467,PF,Industrial,28,4,7.4,22.25,Medio,Frequente,0,8,0,0,9,0,0,11,4395.165
468,PJ,Residencial,11,6,8.416666666666666,24.333333333333332,Alto,Frequente,0,2,6,2,0,0,0,1,641.555
469,PF,Comercial,49,6,8.966666666666667,22.5,Alto,Frequente,0,6,14,10,0,0,0,19,7368.54
470,PJ,Comercial,47,7,5.385714285714286,22.857142857142858,Medio,Frequente,0,8,3,3,12,0,0,21,3653.61
471,PF,Residencial,8,4,9.5,22.0,Alto,Frequente,0,1,2,2,0,0,0,3,678.03
472,PJ,Comercial,42,5,7.659999999999999,19.4,Medio,Frequente,0,5,13,6,4,0,0,14,4569.55
473,PF,Comercial,33,6,9.116666666666667,24.833333333333332,Alto,Frequente,0,5,8,3,2,0,0,15,5998.710000000001
474,PJ,Residencial,14,7,9.285714285714286,25.0,Alto,Frequente,3,3,4,4,0,0,0,0,2789.708
475,PF,Residencial,14,6,6.666666666666667,20.5,Medio,Frequente,3,0,8,0,0,0,0,3,5252.964
476,PJ,Comercial,45,6,7.45,22.166666666666668,Medio,Frequente,0,8,10,0,8,0,0,19,5811.6
477,PF,Comercial,59,8,9.55,23.125,Alto,Frequente,0,16,20,3,9,0,0,11,7576.819
478,PF,Comercial,66,8,9.6625,22.75,Alto,Frequente,0,21,14,12,14,0,0,5,9143.283
479,PJ,Comercial,54,7,21.071428571428573,19.428571428571427,Alto,Frequente,0,9,2,11,12,0,0,20,20506.02
480,PF,Residencial,6,3,10.366666666666667,21.0,Alto,Frequente,0,0,2,3,0,0,0,1,172.15800000000002
481,PF,Comercial,96,8,7.325,24.125,Medio,Frequente,0,25,26,12,9,0,0,24,7532.322
482,PF,Residencial,8,4,6.15,24.25,Medio,Frequente,3,0,2,0,0,0,1,2,1155.894
483,PF,Residencial,14,8,8.05,22.75,Alto,Frequente,6,1,5,1,0,0,1,0,3918.7649999999994
