id,id_cliente,id_equipamento,quantidade,horas_uso_diario,dias_uso_mes
995,178,7,3,4.7,30
996,178,1,1,7.7,18
997,179,9,5,8.1,16
998,179,7,6,10.1,26
999,179,16,4,13.9,18
1000,179,1,7,9.7,17
1001,179,8,6,2.4,25
1002,180,14,2,9.1,18
1003,180,12,2,13.1,21
1004,180,6,3,11.4,25
1005,180,10,2,2.4,27
1006,180,2,3,11.2,21
1007,181,8,4,13.9,25
1008,181,16,13,8.0,19
1009,181,17,8,1.8,26
1010,181,18,12,1.4,19
1011,182,9,3,8.4,19
1012,182,14,2,4.9,22
1013,182,1,3,4.6,15
1014,182,10,3,3.1,20
1015,183,8,8,7.6,30
1016,183,1,8,2.4,28
1017,183,13,13,4.1,30
1018,183,7,7,4.9,20
1019,183,12,12,2.9,19
1020,183,16,9,9.4,16
1021,184,8,2,13.0,26
1022,184,18,-2,13.4,22
1023,184,17,13,1.0,19
1024,184,13,3,7.8,24
1025,184,16,4,11.0,24
1026,185,13,1,4.5,22
1027,185,7,3,8.4,24
1028,185,1,1,11.1,21
1029,185,9,3,6.3,21
1030,185,3,2,5.9,29
1031,185,4,2,3.3,20
1032,186,18,7,12.8,17
1033,186,16,13,3.3,24
1034,186,8,11,12.0,30
1035,186,17,13,9.5,17
1036,187,9,4,8.9,30
1037,187,1,14,11.4,18
1038,187,12,13,8.2,21
1039,187,8,8,4.7,25
1040,187,18,9,2.5,18
1041,187,7,4,1.5,26
1042,187,13,6,9.8,28
1043,187,16,2,12.5,17
1044,188,13,2,13.1,16
1045,188,10,1,8.1,16
1046,188,8,3,11.1,20
1047,188,1,1,12.0,26
1048,188,4,3,11.7,17
1049,188,7,3,1.8,18
1050,188,14,1,6.8,30
1051,188,12,1,2.3,22
1052,189,6,2,2.1,22
1053,189,15,2,5.0,25
1054,189,1,3,7.3,15
1055,190,13,5,10.5,27
1056,190,12,10,5.4,15
1057,190,1,14,8.3,24
1058,190,18,6,2.1,20
1059,190,16,9,10.2,27
1060,190,7,2,2.0,29
1061,190,9,9,3.5,15
1062,190,8,10,6.3,26
1063,191,8,1,4.7,22
1064,191,3,3,9.4,29
1065,191,10,2,11.7,18
1066,191,12,3,4.6,25
1067,192,3,1,9.8,18
1068,192,4,1,7.1,15
1069,192,9,2,7.1,27
1070,193,2,1,8.6,19
1071,193,9,2,12.6,19
1072,193,10,1,7.9,23
1073,193,14,3,4.2,21
1074,194,1,2,10.5,15
1075,194,8,2,13.9,30
1076,194,9,12,5.3,21
1077,194,18,13,12.1,15
1078,194,7,12,11.4,16
1079,194,16,5,13.5,30
1080,195,7,3,3.6,24
1081,195,1,1,10.6,29
1082,195,3,2,13.8,25
1083,195,10,3,5.4,22
1084,195,11,2,2.3,19
1085,196,8,12,4.3,23
1086,196,16,13,2.0,20
1087,196,12,12,9.7,21
1088,196,9,10,13.4,27
1089,196,7,7,4.5,30
1090,197,18,6,8.0,25
1091,197,8,7,7.3,29
1092,197,13,12,8.2,16
1093,197,16,3,14.0,15
1094,197,17,7,5.2,28
1095,198,13,7,9.9,15
1096,198,17,13,10.0,28
1097,198,16,2,13.3,17
1098,198,18,5,10.1,27
1099,198,8,13,5.6,28
1100,199,12,10,10.3,16
1101,199,18,5,7.7,22
1102,199,16,9,7.9,19
1103,199,13,9,8.7,16
1104,199,8,6,9.1,17
1105,199,7,7,2.5,30
1106,200,2,3,1.3,29
1107,200,3,2,11.1,28
1108,200,5,3,2.0,24
1109,200,15,3,1.5,17
1110,201,13,6,1.7,30
1111,201,7,2,12.0,21
1112,201,16,12,7.6,30
1113,201,8,14,10.7,21
1114,201,12,10,3.0,21
1115,201,1,5,3.8,16
1116,201,18,14,3.4,27
1117,202,11,2,1.1,21
1118,202,4,1,4.3,20
1119,202,9,3,12.5,21
1120,202,15,2,8.9,24
1121,202,2,2,11.5,19
1122,202,10,1,4.5,21
1123,202,14,1,2.1,29
1124,203,7,1,10.3,25
1125,203,13,1,1.7,27
1126,203,15,1,12.5,15
1127,204,3,3,6.5,21
1128,204,12,3,1.1,28
1129,204,15,1,2.0,30
1130,204,1,2,13.0,18
1131,204,10,1,5.8,22
1132,204,8,3,12.5,15
1133,204,11,2,10.6,26
1134,204,14,2,9.7,28
1135,205,12,3,2.5,26
1136,205,4,1,12.7,22
1137,205,6,1,8.2,21
1138,206,12,12,11.6,18
1139,206,16,9,11.2,21
1140,206,9,8,2.1,23
1141,206,7,14,1.7,15
1142,206,13,7,7.9,23
1143,206,1,9,8.7,29
1144,206,8,11,3.6,22
1145,207,9,11,11.5,25
1146,207,16,13,8.2,21
1147,207,12,8,6.4,18
1148,207,1,2,13.1,23
1149,207,7,11,1.9,23
1150,207,8,8,4.3,24
1151,207,18,13,9.8,29
1152,207,13,4,8.8,20
1153,208,3,2,4.1,16
1154,208,5,3,4.3,20
1155,208,1,2,2.8,25
1156,208,12,1,8.4,15
1157,208,14,3,5.5,18
1158,209,14,1,1.5,26
1159,209,3,3,8.4,30
1160,209,9,1,4.3,24
1161,209,10,2,7.9,28
1162,209,13,-2,4.0,17
1163,209,15,3,5.0,19
1164,209,11,1,1.2,21
1165,210,13,5,11.4,24
1166,210,18,13,9.8,28
1167,210,16,11,10.6,17
1168,210,8,2,5.6,24
1169,211,3,1,4.2,26
1170,211,11,1,2.3,23
1171,211,10,2,3.8,24
1172,211,5,3,1.2,20
1173,212,4,2,1.2,27
1174,212,8,1,12.2,29
1175,212,2,2,1.1,24
1176,212,12,1,8.3,23
1177,212,9,1,1.0,25
1178,213,11,3,13.9,23
1179,213,8,1,4.7,20
1180,213,4,1,8.6,22
1181,213,6,3,13.5,25
1182,214,18,2,3.1,20
1183,214,8,6,4.7,23
1184,214,12,14,8.3,18
1185,214,9,5,8.9,22
1186,215,1,4,4.7,24
1187,215,8,6,6.9,16
1188,215,16,11,1.7,16
1189,215,7,2,7.3,15
1190,215,13,5,4.6,18
1191,216,14,1,7.1,15
1192,216,3,3,14.0,27
1193,216,8,3,2.9,16
1194,216,11,1,8.5,26
1195,217,4,3,1.2,18
1196,217,6,1,7.6,15
1197,217,7,2,13.2,17
1198,217,12,1,11.5,26
1199,218,1,11,2.6,15
1200,218,16,6,4.8,16
1201,218,9,14,6.0,26
1202,218,12,9,13.2,19
1203,218,13,3,6.1,20
1204,219,13,10,10.3,16
1205,219,7,11,7.7,28
1206,219,1,4,11.9,21
1207,219,16,5,7.6,20
1208,219,9,5,3.9,30
1209,219,18,8,12.8,27
1210,220,12,1,3.6,29
1211,220,4,1,5.1,16
1212,220,10,1,13.5,17
1213,220,5,1,2.1,19
1214,220,3,2,5.3,25
1215,221,8,11,4.5,23
1216,221,16,2,3.7,21
1217,221,17,5,7.1,24
1218,222,13,1,12.7,24
1219,222,7,2,11.4,16
1220,222,15,2,7.3,27
1221,222,8,3,12.2,22
1222,222,4,3,10.9,26
1223,223,6,3,10.8,18
1224,223,2,3,7.9,20
1225,223,11,3,11.6,30
1226,223,13,3,3.7,18
1227,223,7,3,1.5,23
1228,223,14,1,10.1,30
1229,223,12,2,5.2,27
1230,223,8,3,6.6,17
1231,224,16,13,11.0,24
1232,224,13,7,5.0,23
1233,224,17,2,8.0,30
1234,224,18,5,1.9,15
1235,224,8,2,12.5,28
1236,225,12,3,9.8,29
1237,225,10,2,13.4,17
1238,225,13,2,6.2,25
1239,225,7,3,12.3,26
1240,225,6,2,10.0,28
1241,225,9,1,12.1,29
1242,225,5,3,2.5,24
1243,226,16,5,11.0,23
1244,226,1,4,3.5,18
1245,226,7,2,13.2,28
1246,226,18,10,12.0,21
1247,227,5,2,12.9,15
1248,227,14,3,9.1,25
1249,227,15,1,3.4,15
1250,227,2,1,11.0,23
1251,227,10,1,5.5,29
1252,227,12,1,2.3,28
1253,227,3,1,4.3,24
1254,228,8,1,5.0,17
1255,228,13,1,10.1,21
1256,228,1,1,2.0,26
1257,229,18,10,4.7,18
1258,229,13,10,6.9,25
1259,229,16,13,12.9,28
1260,229,8,13,3.0,29
1261,230,13,1,2.8,25
1262,230,10,1,7.9,17
1263,230,8,3,7.3,20
1264,230,4,2,2.6,15
1265,230,3,2,4.2,15
1266,230,1,2,12.8,30
1267,231,7,4,6.0,16
1268,231,1,12,13.0,21
1269,231,8,2,1.2,21
1270,231,18,5,13.6,19
1271,231,12,11,11.5,18
1272,232,8,2,2.1,26
1273,232,13,1,13.0,26
1274,232,9,1,2.7,26
1275,233,9,3,1.9,24
1276,233,8,1,4.2,30
1277,233,12,1,6.4,28
1278,233,3,1,12.9,16
1279,234,11,1,7.4,20
1280,234,1,3,6.3,28
1281,234,6,1,1.9,15
1282,234,3,1,5.2,25
1283,234,10,2,4.7,24
1284,235,7,14,11.1,17
1285,235,13,2,7.1,29
1286,235,9,5,1.6,23
1287,235,18,4,9.1,30
1288,235,16,7,7.6,19
1289,236,15,2,5.1,19
1290,236,13,2,1.9,16
1291,236,9,1,10.1,23
1292,237,18,12,12.5,17
1293,237,16,6,10.7,17
1294,237,1,9,7.2,26
1295,237,7,9,6.9,18
1296,237,9,11,5.2,18
1297,237,13,13,2.8,25
1298,238,15,2,10.8,30
1299,238,7,3,12.5,18
1300,238,8,1,3.9,29
1301,238,5,2,13.3,22
1302,238,12,3,99.0,24
1303,238,11,2,2.5,23
1304,238,6,3,3.4,21
1305,239,17,9,12.7,21
1306,239,8,14,7.6,20
1307,239,13,10,9.0,25
1308,239,18,6,10.3,18
1309,239,16,8,12.9,23
1310,240,5,3,1.6,23
1311,240,7,3,5.4,26
1312,240,14,1,9.0,21
1313,240,3,2,9.6,29
1314,240,15,2,11.7,30
1315,240,1,3,8.8,22
1316,240,4,3,11.7,28
1317,240,2,3,7.2,29
1318,241,16,7,9.2,25
1319,241,7,2,1.7,29
1320,241,8,11,10.4,27
1321,241,13,10,4.3,20
1322,241,18,2,9.7,27
1323,242,1,6,2.6,30
1324,242,12,3,2.9,24
1325,242,18,11,12.4,28
1326,242,13,6,2.2,15
1327,242,9,2,8.9,20
1328,242,7,10,1.7,25
1329,242,8,13,9.1,29
1330,242,16,10,7.6,15
1331,243,8,2,7.4,30
1332,243,18,11,13.7,15
1333,243,7,-2,7.3,27
1334,243,13,3,9.3,22
1335,244,8,13,12.9,17
1336,244,7,12,4.9,18
1337,244,16,2,1.4,28
1338,244,1,11,7.8,30
1339,245,1,3,6.8,22
1340,245,8,10,4.2,15
1341,245,7,10,6.2,29
1342,245,18,4,3.5,24
1343,245,12,14,10.6,25
1344,245,13,13,8.5,30
1345,246,13,11,11.2,18
1346,246,9,12,3.5,23
1347,246,7,12,13.3,18
1348,246,1,7,10.0,29
1349,247,4,1,3.2,18
1350,247,10,3,13.8,27
1351,247,1,2,3.6,24
1352,248,10,1,2.4,25
1353,248,3,2,7.7,22
1354,248,13,3,6.5,27
1355,248,9,1,4.4,22
1356,248,7,3,5.7,27
1357,248,14,3,9.9,17
1358,249,17,3,9.0,29
1359,249,18,2,12.6,25
1360,249,16,2,5.5,21
1361,250,12,4,2.7,24
1362,250,7,7,10.0,23
1363,250,8,3,9.1,26
1364,250,1,8,7.1,28
1365,250,9,6,8.6,25
1366,250,16,5,7.4,22
1367,250,13,8,1.9,21
1368,250,18,11,6.6,27
1369,251,13,5,4.9,15
1370,251,18,13,2.5,30
1371,251,7,9,6.8,18
1372,251,9,11,9.5,18
1373,251,16,4,8.2,29
1374,251,8,2,10.5,24
1375,251,12,11,9.7,16
1376,252,2,2,11.1,15
1377,252,7,2,10.8,15
1378,252,4,2,11.0,21
1379,253,8,3,8.9,15
1380,253,10,1,5.2,28
1381,253,13,1,12.0,15
1382,253,1,1,1.5,26
1383,253,14,1,6.0,15
1384,253,6,3,11.8,21
1385,253,3,1,4.8,19
1386,254,11,3,7.5,30
1387,254,13,1,9.8,15
1388,254,12,1,13.5,27
1389,254,2,3,2.4,20
1390,254,6,1,5.4,28
1391,254,3,2,3.8,19
1392,254,5,3,7.5,15
1393,254,7,1,9.7,18
1394,255,9,11,13.3,18
1395,255,8,8,5.3,24
1396,255,18,2,13.1,18
1397,255,16,6,7.4,22
1398,255,13,11,8.9,28
1399,255,1,5,8.1,15
1400,255,12,11,11.2,26
1401,256,14,3,6.0,23
1402,256,4,3,2.9,15
1403,256,6,1,11.3,18
1404,256,5,2,11.8,23
1405,256,7,1,12.4,17
1406,257,2,2,6.3,18
1407,257,12,1,9.2,27
1408,257,5,1,3.5,27
1409,257,3,2,8.5,30
1410,257,7,2,9.6,30
1411,257,8,3,10.4,21
1412,257,15,1,12.6,22
1413,257,11,1,11.7,20
1414,258,11,1,9.7,19
1415,258,2,2,1.0,23
1416,258,6,3,7.9,23
1417,258,7,1,6.4,16
1418,259,4,2,3.7,17
1419,259,10,2,14.0,19
1420,259,8,3,9.7,16
1421,259,15,2,8.5,15
1422,259,13,3,5.2,23
1423,259,2,3,3.4,30
1424,259,3,3,5.4,21
1425,260,7,1,10.5,15
1426,260,2,1,9.9,22
1427,260,15,1,6.7,16
1428,260,10,1,10.8,18
1429,260,8,1,8.8,16
1430,260,13,2,13.8,28
1431,260,3,3,99.0,28
1432,260,14,2,9.1,21
1433,261,3,2,11.1,16
1434,261,11,1,12.6,25
1435,261,8,1,11.6,15
1436,261,14,1,3.5,19
1437,261,4,1,10.4,23
1438,262,8,7,4.6,30
1439,262,9,6,10.0,30
1440,262,7,6,5.5,27
1441,262,1,14,5.2,22
1442,262,18,12,13.8,18
1443,262,12,11,13.1,15
1444,263,15,2,10.7,15
1445,263,11,2,10.3,27
1446,263,2,2,10.6,29
1447,263,14,3,12.5,25
1448,263,6,3,2.6,25
1449,263,9,3,12.0,30
1450,263,4,1,4.6,15
1451,264,15,3,2.2,27
1452,264,1,2,6.7,28
1453,264,9,2,8.6,29
1454,264,2,1,2.9,20
1455,264,13,2,2.8,27
1456,264,6,1,1.7,26
1457,264,3,3,3.3,30
1458,265,5,2,2.1,20
1459,265,14,1,12.9,25
1460,265,10,3,9.6,28
1461,265,9,1,2.7,29
1462,265,12,3,7.0,23
1463,265,4,2,3.2,26
1464,265,15,1,4.9,15
1465,265,3,1,6.8,18
1466,266,14,1,6.1,26
1467,266,8,1,9.6,15
1468,266,3,2,4.7,21
1469,267,4,3,6.7,24
1470,267,11,2,9.2,18
1471,267,15,1,9.3,29
1472,267,10,3,7.4,17
1473,267,14,2,13.0,27
1474,268,6,3,9.9,21
1475,268,5,2,4.5,29
1476,268,2,1,13.8,27
1477,268,7,3,2.5,19
1478,268,8,3,10.4,28
1479,268,14,2,4.3,17
1480,268,10,2,3.9,15
1481,269,16,12,4.3,15
1482,269,12,8,12.8,25
1483,269,8,3,6.0,21
1484,269,18,8,10.5,19
1485,269,13,4,12.1,17
1486,269,1,12,5.4,23
1487,270,12,1,7.1,23
1488,270,15,2,4.1,27
1489,270,13,3,2.7,22
1490,270,10,3,12.0,30
1491,270,3,3,12.3,16
1492,270,1,3,12.9,23
1493,271,13,11,6.3,27
1494,271,7,9,2.8,25
1495,271,18,8,1.7,30
1496,271,12,11,1.1,26
1497,271,8,10,5.1,30
1498,272,13,3,11.9,25
1499,272,12,8,13.2,17
1500,272,1,2,8.0,28
1501,272,8,14,9.5,18
1502,272,9,7,9.4,18
1503,272,16,7,1.7,25
1504,272,18,11,8.1,26
1505,273,7,3,5.1,30
1506,273,1,2,7.5,21
1507,273,18,4,6.7,20
1508,273,9,4,12.0,27
1509,273,8,7,7.4,29
1510,273,13,6,12.5,24
1511,274,5,3,6.6,21
1512,274,12,1,8.9,23
1513,274,2,1,6.8,27
1514,275,5,3,9.2,22
1515,275,2,1,2.2,18
1516,275,10,1,5.2,26
1517,275,8,3,4.4,21
1518,275,9,3,7.6,27
1519,276,5,2,11.3,17
1520,276,3,1,5.5,17
1521,276,2,3,2.0,29
1522,276,11,2,12.6,29
1523,276,4,2,12.4,21
1524,276,13,2,4.2,28
1525,276,14,3,8.6,22
1526,277,10,3,1.5,21
1527,277,14,1,5.6,23
1528,277,8,1,1.2,27
1529,277,1,3,11.5,19
1530,277,6,1,10.8,25
1531,277,9,2,5.2,27
1532,278,17,10,9.9,19
1533,278,16,13,8.9,16
1534,278,8,10,13.5,17
1535,278,13,4,6.9,23
1536,278,18,3,2.4,28
1537,279,6,2,11.9,18
1538,279,12,1,9.3,17
1539,279,3,2,6.2,22
1540,279,2,2,11.4,20
1541,280,6,1,1.1,27
1542,280,11,3,11.5,30
1543,280,8,2,5.9,23
1544,280,15,1,12.4,19
1545,281,12,2,4.5,16
1546,281,1,11,10.2,26
1547,281,9,2,2.3,29
1548,281,8,4,7.1,26
1549,281,18,12,6.7,17
1550,281,13,10,10.2,29
1551,282,18,5,9.4,20
1552,282,13,13,12.2,18
1553,282,7,5,6.6,29
1554,282,8,12,13.2,22
1555,282,1,10,1.1,21
1556,282,9,2,11.7,18
1557,282,12,11,4.1,25
1558,283,5,3,2.8,23
1559,283,3,2,2.4,30
1560,283,8,3,13.4,29
1561,283,15,2,1.7,18
1562,284,12,3,11.5,26
1563,284,1,2,6.0,25
1564,284,9,3,13.5,23
1565,284,7,2,3.6,24
1566,284,11,1,9.9,24
1567,284,5,2,13.7,15
1568,284,2,2,6.3,17
1569,284,14,2,10.5,26
1570,285,14,1,1.4,16
1571,285,15,1,8.4,20
1572,285,13,1,7.2,18
1573,285,3,2,1.8,18
1574,285,10,1,13.5,20
1575,286,4,3,5.2,23
1576,286,7,3,7.9,27
1577,286,11,-2,13.3,22
1578,286,8,3,3.4,24
1579,286,2,2,6.0,25
1580,287,4,3,9.1,26
1581,287,8,2,3.6,17
1582,287,14,3,9.6,23
1583,287,12,2,13.8,15
1584,287,13,3,2.7,22
1585,287,6,1,12.3,30
1586,287,7,1,1.0,27
1587,287,10,1,5.4,26
1588,288,4,1,4.8,22
1589,288,3,3,9.9,25
1590,288,14,3,13.1,19
1591,289,3,2,8.3,24
1592,289,8,3,4.8,24
1593,289,6,1,12.3,20
1594,289,11,2,2.3,17
1595,289,14,3,5.5,17
1596,289,4,1,5.7,25
1597,289,13,3,8.7,20
1598,290,12,2,9.6,16
1599,290,11,1,6.9,29
1600,290,1,1,5.7,19
1601,290,3,1,1.5,17
1602,290,2,3,13.0,26
1603,290,14,2,1.1,18
1604,291,12,3,1.2,21
1605,291,4,1,8.9,21
1606,291,14,2,11.6,25
1607,291,2,3,2.7,27
1608,291,3,1,9.4,24
1609,291,6,3,1.4,15
1610,292,4,1,1.2,27
1611,292,12,3,6.8,18
1612,292,14,2,11.2,22
1613,293,4,1,7.7,20
1614,293,9,3,2.6,15
1615,293,11,2,3.3,17
1616,293,15,3,11.3,21
1617,293,1,2,13.8,24
1618,293,7,1,12.2,17
1619,293,2,2,13.1,17
1620,294,16,9,3.7,28
1621,294,1,6,1.8,17
1622,294,12,6,2.6,26
1623,294,13,6,12.2,21
1624,295,9,5,13.2,25
1625,295,8,2,7.0,23
1626,295,1,11,11.7,26
1627,295,18,14,3.3,21
1628,295,7,11,13.6,29
1629,295,16,7,1.4,21
1630,295,12,3,9.4,28
1631,295,13,12,11.8,24
1632,296,8,1,10.2,26
1633,296,10,2,13.6,15
1634,296,2,2,6.8,17
1635,297,1,1,3.2,17
1636,297,8,3,12.1,28
1637,297,14,3,7.4,26
1638,298,10,2,5.7,27
1639,298,2,3,5.8,20
1640,298,5,2,12.0,27
1641,298,1,2,5.6,27
1642,298,11,2,1.0,19
1643,298,4,2,7.6,20
1644,299,7,12,2.7,18
1645,299,18,13,5.1,25
1646,299,12,10,2.9,19
1647,299,13,5,4.3,30
1648,299,16,11,1.1,25
1649,299,8,11,5.0,17
1650,300,9,6,1.8,22
1651,300,13,9,6.5,27
1652,300,7,4,5.3,29
1653,300,8,12,9.7,29
1654,300,16,12,3.7,23
1655,300,1,13,6.4,27
1656,301,11,2,6.0,15
1657,301,4,1,13.5,29
1658,301,6,1,7.9,28
1659,301,9,3,13.4,19
1660,301,5,3,5.0,29
1661,301,3,3,1.2,15
1662,302,16,9,10.4,28
1663,302,13,11,7.8,24
1664,302,8,6,3.0,27
1665,302,18,7,7.4,26
1666,303,3,1,7.1,27
1667,303,9,2,3.4,18
1668,303,10,2,13.9,19
1669,304,13,2,13.6,15
1670,304,2,1,12.5,25
1671,304,4,3,9.9,19
1672,305,13,6,3.1,26
1673,305,9,8,3.0,20
1674,305,8,-2,8.0,30
1675,305,7,9,6.8,18
1676,305,16,6,9.8,22
1677,305,1,10,12.8,19
1678,305,12,4,8.2,23
1679,306,8,3,12.4,22
1680,306,13,5,9.8,28
1681,306,18,9,9.6,21
1682,306,16,5,7.7,18
1683,306,12,8,6.0,26
1684,306,9,14,2.2,28
1685,306,7,2,6.4,28
1686,306,1,11,9.8,29
1687,307,13,10,9.5,22
1688,307,7,5,7.3,21
1689,307,18,6,12.9,19
1690,307,1,6,6.8,23
1691,307,12,13,6.1,20
1692,308,12,12,5.3,26
1693,308,9,6,4.8,26
1694,308,1,11,3.1,17
1695,308,18,10,2.4,29
1696,308,8,2,11.5,21
1697,308,13,8,11.1,23
1698,308,7,6,8.0,17
1699,309,10,1,10.3,21
1700,309,2,2,3.0,26
1701,309,15,1,6.3,29
1702,309,14,3,4.2,23
1703,309,7,2,12.4,29
1704,310,16,9,13.8,24
1705,310,9,12,7.6,28
1706,310,18,6,2.3,26
1707,310,8,12,8.6,17
1708,310,13,4,9.3,26
1709,310,7,3,11.4,23
1710,310,1,13,4.4,22
1711,310,12,4,7.1,24
1712,311,4,1,8.1,23
1713,311,5,1,7.5,22
1714,311,14,1,13.1,15
1715,311,15,2,3.8,25
1716,311,8,3,13.5,26
1717,311,7,2,2.5,23
1718,311,9,1,7.2,18
1719,311,2,3,6.1,24
1720,312,9,4,8.2,24
1721,312,18,4,10.2,29
1722,312,1,8,4.3,28
1723,312,12,4,13.3,24
1724,312,13,5,8.1,17
1725,312,16,8,3.2,29
1726,312,8,11,8.7,15
1727,312,7,13,6.2,21
1728,313,10,2,9.6,26
1729,313,12,2,1.2,24
1730,313,9,2,8.9,17
1731,313,7,3,8.7,18
1732,313,5,3,7.0,23
1733,313,8,2,9.2,20
1734,314,16,7,1.9,22
1735,314,7,6,11.5,26
1736,314,8,3,9.6,19
1737,314,18,4,12.6,22
1738,315,7,3,6.2,18
1739,315,3,2,4.7,27
1740,315,6,3,10.7,30
1741,316,12,9,6.5,29
1742,316,8,13,3.1,28
1743,316,16,3,10.5,26
1744,316,7,10,2.9,17
1745,316,9,6,2.6,29
1746,316,13,4,8.9,19
1747,316,1,7,11.1,26
1748,317,12,2,8.7,19
1749,317,1,1,1.3,19
1750,317,13,2,8.0,29
1751,317,2,1,12.0,25
1752,317,5,2,1.5,30
1753,318,13,11,11.6,18
1754,318,8,11,3.1,27
1755,318,9,4,6.9,21
1756,318,16,6,2.5,29
1757,318,1,6,2.5,24
1758,318,12,6,13.5,30
1759,318,7,7,9.2,30
1760,318,18,5,5.2,22
1761,319,11,1,1.5,26
1762,319,13,1,8.9,21
1763,319,5,3,1.5,26
1764,319,9,1,4.8,18
1765,320,1,1,7.9,22
1766,320,5,1,8.6,17
1767,320,12,3,1.1,16
1768,320,14,3,9.7,30
1769,320,2,3,99.0,22
1770,320,10,2,11.2,23
1771,320,11,1,12.1,28
1772,321,10,1,1.4,23
1773,321,8,2,2.6,21
1774,321,13,1,1.8,26
1775,321,7,2,9.1,21
1776,321,15,3,11.6,22
1777,321,11,2,9.0,28
1778,321,1,3,10.0,29
1779,322,8,3,5.3,29
1780,322,1,3,3.8,15
1781,322,4,1,6.8,15
1782,322,6,1,5.2,30
1783,322,9,2,1.1,20
1784,323,8,9,7.4,21
1785,323,18,5,2.8,23
1786,323,12,9,8.5,21
1787,323,7,6,13.3,23
1788,323,13,3,12.9,25
1789,323,9,5,10.8,17
1790,323,16,12,12.3,27
1791,324,3,1,7.7,30
1792,324,1,1,10.6,26
1793,324,5,1,1.5,19
1794,324,4,1,11.8,20
1795,324,11,3,8.7,21
1796,324,13,2,3.1,21
1797,325,18,8,3.2,29
1798,325,13,7,99.0,28
1799,325,8,5,2.1,27
1800,325,16,9,6.1,16
1801,326,14,2,8.5,30
1802,326,2,2,11.7,22
1803,326,1,2,8.3,19
1804,326,10,1,5.2,24
1805,326,13,2,12.1,16
1806,326,11,2,12.1,26
1807,327,4,1,8.9,20
1808,327,2,2,4.4,15
1809,327,7,1,10.0,26
1810,327,8,2,9.9,22
1811,327,3,1,10.8,23
1812,328,12,13,9.9,19
1813,328,1,2,7.0,27
1814,328,7,4,9.8,18
1815,328,18,8,9.1,29
1816,328,13,13,13.4,27
1817,329,8,13,10.4,23
1818,329,16,3,8.3,30
1819,329,1,2,6.2,23
1820,329,13,12,2.5,15
1821,330,15,2,4.8,24
1822,330,4,3,11.3,26
1823,330,12,3,7.9,17
1824,330,2,2,12.3,16
1825,330,7,2,5.8,30
1826,330,11,1,1.5,18
1827,330,6,2,4.2,17
1828,330,5,1,1.3,24
1829,331,9,2,6.2,28
1830,331,3,2,7.7,24
1831,331,11,3,2.5,20
1832,331,4,2,14.0,29
1833,331,7,1,5.7,30
1834,331,15,2,10.2,28
1835,331,12,3,8.6,29
1836,332,8,12,2.7,16
1837,332,13,2,10.8,19
1838,332,1,12,7.7,30
1839,332,12,9,10.6,30
1840,332,7,13,10.9,29
1841,332,9,2,3.7,21
1842,332,16,7,7.1,16
1843,332,18,4,10.8,24
1844,333,1,3,2.6,18
1845,333,10,1,2.1,21
1846,333,7,2,5.9,22
1847,333,12,2,11.3,17
1848,333,14,3,10.3,20
1849,333,2,2,13.1,27
1850,333,4,1,6.6,23
1851,334,18,13,8.0,17
1852,334,8,2,9.1,22
1853,334,13,13,13.8,22
1854,335,18,2,12.4,30
1855,335,8,2,12.6,25
1856,335,13,11,8.6,24
1857,335,16,9,13.2,15
1858,335,17,2,8.0,26
1859,336,16,3,11.3,25
1860,336,12,3,13.2,24
1861,336,18,11,8.7,24
1862,336,8,3,3.2,20
1863,336,1,4,6.5,28
1864,336,9,10,1.8,16
1865,336,13,3,11.2,24
1866,337,3,2,13.1,28
1867,337,6,1,13.5,27
1868,337,7,2,12.1,25
1869,337,15,1,2.7,18
1870,337,9,3,6.7,22
1871,337,11,2,2.0,19
1872,338,16,4,6.6,29
1873,338,13,10,2.5,15
1874,338,1,9,10.1,28
1875,338,9,9,10.5,19
1876,338,18,10,13.4,23
1877,338,7,5,1.2,18
1878,338,12,11,11.5,28
1879,339,5,2,10.1,20
1880,339,2,3,5.9,20
1881,339,14,1,8.2,15
1882,339,10,1,1.0,17
1883,339,15,3,5.3,22
1884,339,9,3,12.8,22
1885,339,6,2,2.7,28
1886,339,13,2,8.7,15
1887,340,15,3,10.5,25
1888,340,7,2,9.1,30
1889,340,5,3,10.0,30
1890,340,14,2,10.0,17
1891,340,10,3,10.2,19
1892,340,12,2,12.9,26
1893,340,2,1,6.9,19
1894,341,5,3,11.0,25
1895,341,13,3,5.3,22
1896,341,2,1,1.6,25
1897,341,15,1,13.4,24
1898,341,1,2,3.9,22
1899,341,14,1,10.9,30
1900,341,10,3,99.0,22
1901,341,6,1,13.7,30
1902,342,10,2,9.1,16
1903,342,3,1,13.6,29
1904,342,7,2,8.5,30
1905,343,16,2,7.4,25
1906,343,7,12,7.6,19
1907,343,1,11,7.4,20
1908,343,9,2,6.2,18
1909,344,9,9,11.2,22
1910,344,16,12,5.6,18
1911,344,12,3,9.0,30
1912,344,7,3,13.9,17
1913,344,18,12,2.0,30
1914,344,1,7,12.0,16
1915,344,8,7,11.5,29
1916,344,13,2,6.7,27
1917,345,13,7,7.0,18
1918,345,8,9,8.0,23
1919,345,7,10,10.9,24
1920,345,1,12,8.9,30
1921,346,12,1,11.9,26
1922,346,14,2,12.1,15
1923,346,13,2,7.8,17
1924,347,1,2,1.7,27
